"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UP8N44GU","journalArticle","2024","Fatemiabhari, Ali; Nunez, Carlos","From conformal to confining field theories using holography","","","","","http://arxiv.org/abs/2401.04158","We construct a new family of Type IIB backgrounds that are dual to five dimensional conformal field theories compactified and deformed by VEVs of certain operators. This generates an RG flow into a smooth background dual to non-SUSY gapped field theories in four dimensions. We study various holographic observables: a monotonic quantity associated with the number of degrees of freedom, Wilson loops that interpolate between conformal and confining behaviour with the possibility of screening, Entanglement Entropy, etc. We also give a prescription to compute the Holographic Complexity in this type of backgrounds and calculate the spectrum of spin-two glueballs of the field theories.","2024-01-08","2024-01-14 17:15:56","2024-02-18 13:40:16","2024-01-14 17:15:56","","","","","","","","","","","","","","","","","","","arXiv.org","","1 citations (INSPIRE 2024/2/18) 1 citations w/o self (INSPIRE 2024/2/18) arXiv:2401.04158 [hep-th]","","/home/nchagnet/Zotero/storage/FA3SD4Q4/Fatemiabhari2024aua.pdf","","","High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBUV2IB9","journalArticle","2024","Zhang, Xiao-Yu; Li-Zhao; Wang, Yong-Qiang","Dirac stars in Anti-de Sitter Spacetime","","","","","http://arxiv.org/abs/2401.04547","In this paper, we construct the Dirac stars model composed of two Dirac fields and Einstein gravity in four-dimensional Anti-de Sitter spacetime. We consider the Dirac stars with free field (no self-interacting). Our investigation focuses on understanding the relationship between Arnowitt-Deser-Misner (ADM) mass, Noether charge, and binding energy in relation to the cosmological constant. Furthermore, we extend the study to the Dirac stars with self-interacting potentials. For the self-interacting Dirac stars, three types of interactions are examined: only quartic, only sextic, quartic and sextic interactions that is kind of Q-ball type interactions. In these three distinct scenarios, it is essential to investigate the impact of self-interaction constants on Dirac stars. Additionally, we study the Dirac Q-balls in the AdS background.","2024-01-09","2024-01-14 17:15:44","2024-01-14 17:15:46","2024-01-14 17:15:44","","","","","","arXiv:2401.04547 [gr-qc]","","","","","","","","","","","INSPIRE","2744959","arXiv.org","","0 citations (INSPIRE 2024/1/14) 0 citations w/o self (INSPIRE 2024/1/14) arXiv:2401.04547 [gr-qc] Citation Key: Zhang:2024nju","","/home/nchagnet/Zotero/storage/ZLZZKB3D/Zhang2024nju.pdf","","","General Relativity and Quantum Cosmology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CLRW6W7","journalArticle","2024","Saha, Ashis; Gangopadhyay, Sunandan","Quantum chaos in presence of non-conformality","","","","","http://arxiv.org/abs/2401.05814","The behaviour of a chaotic system and its effect on existing quantum correlation has been holographically studied in presence of non-conformality. Keeping in mind the gauge/gravity duality framework, the non-conformality in the dual field theory has been introduced by considering a Liouville type dilaton potential for the gravitational theory. The resulting black brane solution is associated with a parameter $\eta$ which represents the deviation from conformality. The parameters of chaos, namely, the Lyapunov exponent and butterfly velocity are computed by following the well-known shock wave analysis. The obtained results reveal that presence of non-conformality leads to suppression of the chaotic nature of a system. Further, for a particular value of the nonconformal parameter $\eta$, the system achieves Lyapunov stability resulting from the vanishing of both Lyapunov exponent and butterfly velocity. Interestingly, this particular value of $\eta$ matches with the previously given upper bound of $\eta$. The effects of chaos and non-conformality on the existing correlation of a thermofield doublet state have been quantified by holographically computing the two-sided mutual information in both the presence and absence of the shock wave. Furthermore, the entanglement velocity is also computed and the effect of non-conformality on it have been observed. Finally, the obtained results of Lyapunov exponent and butterfly velocity have also been verified from the pole-skipping analysis.","2024-01-11","2024-01-14 17:14:08","2024-01-14 17:14:09","2024-01-14 17:14:08","","","","","","arXiv:2401.05814 [hep-th]","","","","","","","","","","","INSPIRE","2745667","arXiv.org","","0 citations (INSPIRE 2024/1/14) 0 citations w/o self (INSPIRE 2024/1/14) arXiv:2401.05814 [hep-th] Citation Key: Saha:2024bpt","","/home/nchagnet/Zotero/storage/VRGWSXDK/Saha2024bpt.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7L5KMFL","journalArticle","2024","Brennan, T. Daniel; Sun, Zhengdi","A SymTFT for Continuous Symmetries","","","","","http://arxiv.org/abs/2401.06128","Symmetry is a powerful tool for studying dynamics in QFT as they provide selection rules, constrain RG flows, and allow for simplified dynamics. Currently, our understanding is that the most general form of symmetry is described by categorical symmetries which can be realized via Symmetry TQFTs or ``SymTFTs."" In this paper, we show how the framework of the SymTFT, which is understood for discrete symmetries (i.e. finite categorical symmetries), can be generalized to continuous symmetries. In addition to demonstrating how $U(1)$ global symmetries can be incorporated into the paradigm of the SymTFT, we apply our formalism to construct the SymTFT for the $\mathbb{Q}/\mathbb{Z}$ non-invertible chiral symmetry in $4d$ theories, demonstrate how symmetry fractionalization is realized SymTFTs, and conjecture the SymTFT for general continuous $G^{(0)}$ global symmetries.","2024-01-11","2024-01-14 17:13:46","2024-02-18 13:40:15","2024-01-14 17:13:46","","","","","","arXiv:2401.06128 [hep-th]","","","","","","","","","","","INSPIRE","2745655","arXiv.org","","4 citations (INSPIRE 2024/2/18) 4 citations w/o self (INSPIRE 2024/2/18) arXiv:2401.06128 [hep-th] Citation Key: Brennan:2024fgj","","/home/nchagnet/Zotero/storage/W3GM4TM7/Brennan2024fgj.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Phenomenology; High Energy Physics - Theory; Mathematical Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZD3AEPM","journalArticle","2024","Karolinski, Numa; Faraoni, Valerio","Einstein gravity as the thermal equilibrium state of a nonminimally coupled scalar field geometry","","","","","http://arxiv.org/abs/2401.04877","We test ideas of the recently proposed first-order thermodynamics of scalar-tensor gravity using an exact geometry sourced by a conformally coupled scalar field. We report a non-monotonic behaviour of the effective ``temperature of gravity'' not observed before and due to a new term in the equation describing the relaxation of gravity toward its state of equilibrium, i.e., Einstein gravity, showing a richer range of thermal behaviours of modified gravity than previously thought.","2024-01-09","2024-01-14 17:13:18","2024-01-14 17:13:20","2024-01-14 17:13:18","","","","","","arXiv:2401.04877 [gr-qc]","","","","","","","","","","","INSPIRE","2745295","arXiv.org","","0 citations (INSPIRE 2024/1/14) 0 citations w/o self (INSPIRE 2024/1/14) arXiv:2401.04877 [gr-qc] Citation Key: Karolinski:2024nwp","","/home/nchagnet/Zotero/storage/8IN9EX5H/Karolinski2024nwp.pdf","","","General Relativity and Quantum Cosmology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDN82HB5","journalArticle","2024","Gromov, Andrey; Radzihovsky, Leo","Colloquium: Fracton matter","Reviews of Modern Physics","","","10.1103/RevModPhys.96.011001","https://link.aps.org/doi/10.1103/RevModPhys.96.011001","The burgeoning field of “fractons,” a class of models where quasiparticles are strictly immobile or display restricted mobility that can be understood through generalized multipolar symmetries and associated conservation laws, is reviewed. With a focus on merely a corner of this fast-growing subject, it is demonstrated how one class of such theories, symmetric tensor and coupled-vector gauge theories, surprisingly emerge from familiar elasticity of a two-dimensional quantum crystal. The disclination and dislocation crystal defects, respectively, map onto charges and dipoles of the fracton gauge theory. This fracton-elasticity duality leads to predictions of fractonic phases and quantum phase transitions to their descendants that are duals of the commensurate crystal, supersolid, smectic, and hexatic liquid crystals, as well as amorphous solids, quasicrystals, and elastic membranes. It is shown how these dual gauge theories provide a field-theoretic description of quantum melting transitions through a generalized Higgs mechanism. It is demonstrated how they can be equivalently constructed as gauged models with global multipole symmetries. Extensions of such gauge-elasticity dualities to generalized elasticity theories are expected to provide a route to the discovery of new fractonic models and their potential experimental realizations.","2024-01-05","2024-01-06 16:37:40","2024-02-18 13:40:17","2024-01-06 16:37:40","011001","","1","96","","Rev. Mod. Phys.","Colloquium","","","","","","","","","","","","APS","","21 citations (INSPIRE 2024/2/18) 20 citations w/o self (INSPIRE 2024/2/18) Publisher: American Physical Society","","/home/nchagnet/Zotero/storage/G8VRN58X/gromov2024.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92BBRS7B","webpage","","","SageManifolds: examples","","","","","https://sagemanifolds.obspm.fr/examples.html","","","2024-01-05 10:28:55","2024-01-05 10:28:55","2024-01-05 10:28:55","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No INSPIRE recid found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6LYKH65W","webpage","","","Jupyter Notebook Viewer","","","","","https://nbviewer.org/github/sagemanifolds/SageManifolds/tree/master/","","","2024-01-05 10:28:18","2024-01-05 10:28:19","2024-01-05 10:28:18","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No INSPIRE recid found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5N9CL66","journalArticle","2022","Birkandan, Tolga","Symbolic analysis of second-order ordinary differential equations with polynomial coefficients","Turkish Journal of Mathematics and Computer Science","","2148-1830","10.47000/tjmcs.1025121","http://arxiv.org/abs/2010.01563","The singularity structure of a second-order ordinary differential equation with polynomial coefficients often yields the type of solution. It is shown that the $\theta$-operator method can be used as a symbolic computational approach to obtain the indicial equation and the recurrence relation. Consequently, the singularity structure leads to the transformations that yield a solution in terms of a special function, if the equation is suitable. Hypergeometric and Heun-type equations are mostly employed in physical applications. Thus only these equations and their confluent types are considered with SageMath routines which are assembled in the open-source package symODE2.","2022","2024-01-05 10:20:51","2024-01-05 10:20:52","2024-01-05 10:20:51","281-291","","2","14","","Comput. Sci.","","","","","","","","","","","INSPIRE","1821477","arXiv.org","","2 citations (INSPIRE 2024/1/5) 0 citations w/o self (INSPIRE 2024/1/5) arXiv:2010.01563 [math-ph] Citation Key: Birkandan:2020clt","","/home/nchagnet/Zotero/storage/5B5KMWMF/Birkandan2020clt.pdf","","","Mathematical Physics; Physics - Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95TS228R","journalArticle","2018","Birkandan, Tolga; Güzelgün, Ceren; Şirin, Elif; Uslu, Mustafa Can","Symbolic and Numerical Analysis in General Relativity with Open Source Computer Algebra Systems","General Relativity and Gravitation","","0001-7701, 1572-9532","10.1007/s10714-018-2486-x","http://arxiv.org/abs/1703.09738","We study three computer algebra systems, namely SageMath (with SageManifolds package), Maxima (with ctensor package) and Python language (with GraviPy module), which allow tensor manipulation for general relativity calculations along with general algebraic calculations. We present a benchmark of these systems using simple examples. After the general analysis, we focus on the SageMath and SageManifolds system to derive, analyze and visualize the solutions of the massless Klein-Gordon equation and geodesic motion with Hamilton-Jacobi formalism. We compare our numerical result of the Klein-Gordon equation with the asymptotic form of the analytical solution to see that they agree.","2018-11-28","2024-01-05 10:20:44","2024-01-05 10:20:45","2024-01-05 10:20:44","4","","1","51","","Gen. Rel. Grav.","","","","","","","","","","","INSPIRE","1519973","arXiv.org","","6 citations (INSPIRE 2024/1/5) 3 citations w/o self (INSPIRE 2024/1/5) arXiv:1703.09738 [gr-qc] Citation Key: Birkandan:2017tlh","","/home/nchagnet/Zotero/storage/4KH8RGSB/Birkandan2017tlh.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory; Physics - Computational Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KERV8IQ","journalArticle","2018","Gourgoulhon, Eric; Mancini, Marco","Symbolic tensor calculus on manifolds: a SageMath implementation","Les cours du CIRM","","2108-7164","10.5802/ccirm.26","http://arxiv.org/abs/1804.07346","These lecture notes present a method for symbolic tensor calculus that (i) runs on fully specified smooth manifolds (described by an atlas), (ii) is not limited to a single coordinate chart or vector frame, (iii) runs even on non-parallelizable manifolds and (iv) is independent of the symbolic backend used to perform calculus at the level of coordinate expressions. In addition to the main ideas, we discuss some details of the implementation in the open-source mathematics software system SageMath, which has been performed via the SageManifolds project.","2018","2024-01-02 14:22:29","2024-01-05 10:20:27","2024-01-02 14:22:29","1-54","","1","6","","arXiv:1804.07346 [gr-qc]","Symbolic tensor calculus on manifolds","","","","","","","","","","INSPIRE","1669254","arXiv.org","","7 citations (INSPIRE 2024/1/2) 7 citations w/o self (INSPIRE 2024/1/2) Citation Key: Gourgoulhon:2018yss arXiv: 1804.07346 [gr-qc]","","/home/nchagnet/Zotero/storage/YQD72G9U/Gourgoulhon2018yss.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory; Mathematical Physics; 53-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFK2M344","journalArticle","2021","Auffèves, Alexia","A short story of quantum and information thermodynamics","SciPost Physics Lecture Notes","","2590-1990","10.21468/SciPostPhysLectNotes.27","https://scipost.org/SciPostPhysLectNotes.27","This Colloquium is a fast journey through the build-up of key thermodynamical concepts, i.e. work, heat and irreversibility -- and how they relate to information. Born at the time of industrial revolution to optimize the exploitation of thermal resources, these concepts have been adapted to small systems where thermal fluctuations are predominant. Extending the framework to quantum fluctuations is a great challenge of quantum thermodynamics, that opens exciting research lines e.g. measurement fueled engines or thermodynamics of driven-dissipative systems. On a more applied side, it provides the tools to optimize the energetic consumption of future quantum computers.","2021-03-23","2021-03-23 18:18:59","2024-02-18 13:41:39","2021-03-23 18:18:58","1","","","27","","SciPost Phys. Lect. Notes","","","","","","","","en","","","INSPIRE","2157135","scipost.org","","4 citations (INSPIRE 2024/2/18) 4 citations w/o self (INSPIRE 2024/2/18) Citation Key: Auffeves:2021tqu","","/home/nchagnet/Zotero/storage/7PCGNEL9/Auffeves2021tqu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G489X2EV","journalArticle","2021","Wang, Jingbo","The topological order of the space","","","","","http://arxiv.org/abs/2104.00227","Topological order is a new type order that beyond Landau's symmetry breaking theory. The topological entanglement entropy provides a universal quantum number to characterize the topological order in a system. The topological entanglement entropy of the BTZ black hole was calculated and found that it coincides with that for fractional quantum Hall state. So the BTZ black holes have the same topological order with the fractional quantum Hall state. We conjecture that black holes in higher dimensions also have topological orders. Next we want to study the topological order of ordinary spaces which can be described by spin network states in loop quantum gravity. We advise to bring in the methods and results in string-net condensation to loop quantum gravity to solve some difficult problems.","2021-03-31","2021-04-02 16:14:10","2023-10-09 07:42:53","2021-04-02 16:14:10","","","","","","arXiv:2104.00227 [gr-qc]","","","","","","","","","","","INSPIRE","1854995","arXiv.org","","0 citations (INSPIRE 2022/6/24) 0 citations w/o self (INSPIRE 2022/6/24) arXiv:2104.00227 [gr-qc] Citation Key: Wang:2021ifq","","/home/nchagnet/Zotero/storage/UMNTNNLK/Wang2021ifq.pdf","","","General Relativity and Quantum Cosmology; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNUJD6K6","journalArticle","2021","Elander, Daniel; Piai, Maurizio; Roughley, John","Dilatonic states near holographic phase transitions","arXiv:2010.04100 [hep-lat, physics:hep-ph, physics:hep-th]","","","10.1103/PhysRevD.103.106018","http://arxiv.org/abs/2010.04100","The spectrum of bound states of special strongly coupled confining field theories might include a parametrically light dilaton, associated with the formation of enhanced condensates that break (approximate) scale invariance spontaneously. It has been suggested in the literature that such a state may arise in connection with the theory being close to the unitarity bound in holographic models. We extend these ideas to cases where the background geometry is non-AdS, and the gravity description of the dual confining field theory has a top-down origin in supergravity. We exemplify this programme by studying the circle compactification of Romans six-dimensional half-maximal supergravity. We uncover a rich space of solutions, many of which were previously unknown in the literature. We compute the bosonic spectrum of excitations, and identify a tachyonic instability in a region of parameter space for a class of regular background solutions. A tachyon only exists along an energetically disfavoured (unphysical) branch of solutions of the gravity theory; we find evidence of a first-order phase transition that separates this region of parameter space from the physical one. Along the physical branch of regular solutions, one of the lightest scalar particles is approximately a dilaton, and it is associated with a condensate in the underlying theory. Yet, because of the location of the phase transition, its mass is not parametrically small, and it is, coincidentally, the next-to-lightest scalar bound state, rather than the lightest one.","2021-05-18","2021-04-02 16:14:31","2024-02-18 13:41:35","2021-04-02 16:14:31","106018","","","103","","Phys. Rev. D","","","","","","","","","","","INSPIRE","1821939","arXiv.org","","12 citations (INSPIRE 2024/2/18) 6 citations w/o self (INSPIRE 2024/2/18) arXiv:2010.04100 [hep-th] Citation Key: Elander:2020ial","","/home/nchagnet/Zotero/storage/FBM7K28H/Elander2020ial.pdf","","","High Energy Physics - Lattice; High Energy Physics - Phenomenology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYLJYQVD","journalArticle","2021","Xiao, Yong","The holographic state of matter and its implications for quantum gravity","","","","","http://arxiv.org/abs/2103.16924","The holographic state of matter exists in the quantum gravitational regime, with black holes as the example. In this essay, we provide a microscopic derivation to the holographic thermodynamics and further discuss its implications for quantum gravity. Especially, we establish the link between holographic entropy and dimensional reduction. It seems that the fundamental physics behind black holes and the very early universe is $1+1$ dimensional.","2021-03-31","2021-04-02 16:14:38","2023-10-09 07:42:50","2021-04-02 16:14:38","","","","","","arXiv:2103.16924 [gr-qc]","","","","","","","","","","","INSPIRE","1854771","arXiv.org","","0 citations (INSPIRE 2022/6/24) 0 citations w/o self (INSPIRE 2022/6/24) arXiv:2103.16924 [gr-qc] Citation Key: Xiao:2021tes","","/home/nchagnet/Zotero/storage/DSZPWLCD/Xiao2021tes.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCIMHJUA","journalArticle","2020","Marsot, Loïc","Geometric studies of the interplay between spin and gravity","","","","","http://arxiv.org/abs/2103.17074","This PhD thesis is the conclusion of some of my works carried out at the Centre de Physique Th\'eorique, under the supervision of Serge Lazzarini. Two subjects are presented in the manuscript, both aiming at studying the effect of the spin of elementary particles on otherwise known theories. First is a study of the L\'evy-Leblond-Newton (LLN) equation, which is used to describe the evolution of a quantum system with spin 1/2 that is coupled to its own gravitational potential. After reviewing some symmetries of non relativistic Quantum Mechanics, and how to geometrize them with the help of Bargmann structures, we recall what is the L\'evy-Leblond equation. In this chapter, the LLN equation is described in a fully covariant way on Bargmann structures. This covariant formulation then helps to derive the dynamical symmetries of the equation, and conserved quantities. The symmetry group of this equation turns out to be the already known Schr\""odinger-Newton group. The second part deals with the trajectory of particles with spin in General Relativity. We first highlight Souriau's geometric method to derive the Mathisson-Papapetrou-Dixon (MPD) equations, and then discuss the different possible Spin Supplementary Conditions (SSC) that exist to close the system of MPD equations. In this chapter, we assume the Tulczyjew SSC to describe the trajectory of photons, leading to the Souriau-Saturnini equations. We then present some works where we have applied these equations, in a Schwarzschild spacetime, and in a spacetime deformed by a gravitational wave. In the first work, we found gravitational birefringence: the trajectory deviates from the geodesic plane, depending on the helicity of the photon and its wavelength. The second work presented also found birefringence in gravitational interferometry experiments, however the effect is many orders of magnitude lower than what we can detect.","2020-12-03","2021-04-02 16:14:42","2023-10-09 07:42:48","2021-04-02 16:14:41","","","","","","arXiv:2103.17074 [gr-qc]","","","","","","","","","","","INSPIRE","1854747","arXiv.org","","0 citations (INSPIRE 2022/6/24) 0 citations w/o self (INSPIRE 2022/6/24) arXiv:2103.17074 [gr-qc] Citation Key: Marsot:2020iko","","/home/nchagnet/Zotero/storage/PHTLD5FF/Marsot2020iko.pdf","","","General Relativity and Quantum Cosmology; Mathematical Physics; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAEJT8Q2","journalArticle","2021","De Haro, Sebastian","Noether's Theorems and Energy in General Relativity","","","","","http://arxiv.org/abs/2103.17160","This paper has three main aims: first, to give a pedagogical introduction to Noether's two theorems and their implications for energy conservation in general relativity, which was a central point of discussion between Hilbert, Klein, Noether and Einstein. Second, it introduces and compares two proposals for gravitational energy and momentum, one of which is very influential in physics: and, so far as I know, neither of the two has been discussed in the philosophical literature. Third, it assesses these proposals in connection with recent philosophical discussions of energy and momentum in general relativity. After briefly reviewing the debates about energy conservation between Hilbert, Klein, Noether and Einstein, I give Noether's two theorems. I show that Einstein's gravitational energy-momentum pseudo-tensor, including its superpotential, is fixed, through Noether's theorem, by the boundary terms in the action. That is, the freedom to add an arbitrary superpotential to the gravitational pseudo-tensor corresponds to the freedom to add boundary terms to the action without changing the equations of motion. This freedom is fixed in the same way for both problems. I also review two proposals for energy and momentum in GR, of which one is a quasi-local alternative to the local expressions, and the other builds on Einstein's local pseudo-tensor approach. I discuss the recent philosophical literature on the conservation of energy and momentum in general relativity, and I assess and compare the two proposals in the light of this literature: especially, in light of questions about diffeomorphism invariance and background-independence.","2021-03-31","2021-04-02 16:14:46","2024-02-18 13:41:38","2021-04-02 16:14:46","","","","","","arXiv:2103.17160 [physics.hist-ph]","","","","","","","","","","","INSPIRE","1854790","arXiv.org","","12 citations (INSPIRE 2024/2/18) 12 citations w/o self (INSPIRE 2024/2/18) arXiv:2103.17160 [physics.hist-ph] Citation Key: DeHaro:2021gdv","","/home/nchagnet/Zotero/storage/2VG3QLPG/DeHaro2021gdv.pdf","","","⛔ No DOI found; General Relativity and Quantum Cosmology; Physics - History and Philosophy of Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFGY8KLT","journalArticle","2021","Murk, Sebastian; Terno, Daniel R.","Universal properties of the near-horizon geometry","Physical Review D","","2470-0010, 2470-0029","10.1103/PhysRevD.103.064082","http://arxiv.org/abs/2010.03784","We derive universal properties of the near-horizon geometry of spherically symmetric black holes that follow from the observability of a regular apparent horizon. Only two types of solutions are admissible. After reviewing their properties we show that only a special form of the solutions of the second type is consistent. We describe how these results extend to modified theories of gravity, including Einstein--Cartan theories. Then we describe the unique black hole formation scenario that necessarily involves both types of solutions. The generalized surface gravity is infinite at the apparent horizon. This feature and comparison of the required energy and timescales with the known semiclassical results suggest that the observed astrophysical black holes are horizonless ultra-compact objects, and the presence of a horizon is associated with currently unknown physics.","2021-03-31","2021-04-02 16:15:19","2023-10-09 07:42:45","2021-04-02 16:15:19","064082","","6","103","","Phys. Rev. D","","","","","","","","","","","INSPIRE","1821974","arXiv.org","","13 citations (INSPIRE 2023/10/2) 1 citations w/o self (INSPIRE 2023/10/2) arXiv:2010.03784 [gr-qc] Citation Key: Murk:2020wkm","","/home/nchagnet/Zotero/storage/JEXGQY65/Murk2020wkm.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory; Quantum Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z46FB9GE","journalArticle","2021","Lemos, José P. S.; Luz, Paulo","All fundamental electrically charged thin shells in general relativity: From star shells to tension shell black holes and regular black holes and beyond","arXiv:2103.15832 [gr-qc, physics:hep-th, physics:math-ph]","","","10.1103/PhysRevD.103.104046","http://arxiv.org/abs/2103.15832","We classify all fundamental electrically charged thin shells in general relativity, i.e., static spherically symmetric perfect fluid thin shells with a Minkowski spacetime interior and a Reissner-Nordström spacetime exterior, characterized by the spacetime mass and electric charge. The fundamental shell can exist in three states, nonextremal, extremal, and overcharged. The nonextremal state allows the shell to be located such that its radius can be outside its own gravitational radius, or can be inside its own Cauchy radius. The extremal state allows the shell to be located such that its radius can be outside its own gravitational radius, or can be inside it. The overcharged state allows the shell to be located anywhere. There is a further division, one has to specify the orientation of the shell, i.e., whether the normal out of the shell points toward increasing or decreasing radii. There is still a subdivision in the extremal state when the shell is at the gravitational radius, in that the shell can approach it from above or from below. The shell is assumed to be composed of an electrically charged perfect fluid, and the energy conditions are tested. Carter-Penrose diagrams are drawn for the shell spacetimes. There are fourteen cases in the classification of the fundamental shells, namely, nonextremal star shells, nonextremal tension shell black holes, nonextremal tension shell regular and nonregular black holes, nonextremal compact shell naked singularities, Majumdar-Papapetrou star shells, extremal tension shell singularities, extremal tension shell regular and nonregular black holes, Majumdar-Papapetrou compact shell naked singularities, Majumdar-Papapetrou shell quasiblack holes, extremal null shell quasinonblack holes, extremal null shell singularities, Majumdar-Papapetrou null shell singularities, overcharged star shells, and overcharged compact shell naked singularities.","2021-05-20","2021-04-02 16:15:39","2024-02-18 13:41:35","2021-04-02 16:15:39","104046","","10","103","","Phys. Rev. D","All fundamental electrically charged thin shells in general relativity","","","","","","","","","","INSPIRE","1854482","arXiv.org","","7 citations (INSPIRE 2024/2/18) 3 citations w/o self (INSPIRE 2024/2/18) arXiv:2103.15832 [gr-qc] Citation Key: Lemos:2021jtm","","/home/nchagnet/Zotero/storage/KY76WU5I/Lemos2021jtm.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory; Mathematical Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALCRE5T6","journalArticle","2019","Gunasekaran, Sharmila; Booth, Ivan","Horizons as boundary conditions in spherical symmetry","Physical Review D","","2470-0010, 2470-0029","10.1103/PhysRevD.100.064019","http://arxiv.org/abs/1905.02748","We initiate the development of a horizon-based initial (or rather final) value formalism to describe the geometry and physics of the near-horizon spacetime: data specified on the horizon and a future ingoing null boundary determine the near-horizon geometry. In this initial paper we restrict our attention to spherically symmetric spacetimes made dynamic by matter fields. We illustrate the formalism by considering a black hole interacting with a) inward-falling, null matter (with no outward flux) and b) a massless scalar field. The inward-falling case can be exactly solved from horizon data. For the more involved case of the scalar field we analytically investigate the near slowly evolving horizon regime and propose a numerical integration for the general case.","2019-09-11","2021-04-02 16:15:53","2023-10-09 07:42:42","2021-04-02 16:15:53","064019","","6","100","","Phys. Rev. D","","","","","","","","","","","INSPIRE","1733866","arXiv.org","","4 citations (INSPIRE 2023/8/4) 4 citations w/o self (INSPIRE 2023/8/4) arXiv:1905.02748 [gr-qc] Citation Key: Gunasekaran:2019jrq","","/home/nchagnet/Zotero/storage/FXZ56KP8/Gunasekaran2019jrq.pdf","","","General Relativity and Quantum Cosmology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
